"FECHA DEL CURSO","CODIGO DEPTAMENTPO","DEPARTAMENTO","CODIGO MUNICIPIO","MUNICIPIO","AREA","CURSO","NUMERO DE PARTICIPANTE EXTERNO","NUMERO DE PARTICIPANTE INTERNO","TOTAL PARTICIPANTES","COSTO UNITARIO","TOTAL RECAUDO"
"2021 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","8","0","8","1,062,800","8,502,400"
"2021 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","9","1","10","1,910,900","19,109,000"
"2021 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRÁCTICAS DE MEDICIÓN RUTINARIAS: PH Y CONDUCTIVIDAD ELECTROLÍTICA","9","0","9","648,800","5,839,200"
"2021 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MEDICIONES GEOMETRICAS","1","5","6","930,700","5,584,200"
"2021 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","6","1","7","1,257,400","8,801,800"
"2022 Feb 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CONCEPTOS Y FUNDAMENTOS EN METROLOGIA","0","56","56","1,122,500","62,860,000"
"2022 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN MEDIDORES DE ENERGIA ELECTRICA","3","0","3","983,000","2,949,000"
"2022 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CONCEPTOS Y FUNDAMENTOS EN METROLOGIA","12","0","12","1,122,500","13,470,000"
"2022 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","12","9","21","1,122,500","23,572,500"
"2022 Apr 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN MEDIDORES DE ENERGIA ELECTRICA","0","1","1","983,000","983,000"
"2022 Apr 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","12","5","17","1,328,100","22,577,700"
"2022 Apr 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","3","3","6","1,673,100","10,038,600"
"2022 Apr 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA DE PATRONES DE ENERGIA Y EPM","0","1","1","1,328,101","1,328,101"
"2022 Apr 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","11","14","25","1,328,107","33,202,675"
"2022 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CONCEPTOS Y FUNDAMENTOS EN METROLOGIA","3","0","3","1,122,500","3,367,500"
"2022 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE GRANDES VOLÚMENES","7","0","7","1,328,100","9,296,700"
"2022 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE LONGITUD NIVEL 1","2","2","4","1,673,100","6,692,400"
"2022 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","2","3","5","1,328,100","6,640,500"
"2022 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","10","2","12","1,328,100","15,937,200"
"2022 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","8","2","10","2,018,300","20,183,000"
"2022 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN DE INSTRUMENTOS DE PESAJE DE FUNCIONAMIENTO NO AUTOMÁTICO SEGÚN GUÍA SIM","3","0","3","2,018,300","6,054,900"
"2022 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","11","1","12","1,122,500","13,470,000"
"2022 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","3","2","5","1,328,100","6,640,500"
"2022 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","9","2","11","2,018,300","22,201,300"
"2022 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","2","0","2","983,000","1,966,000"
"2022 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","2","5","7","949,900","6,649,300"
"2022 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","6","4","10","1,122,500","11,225,000"
"2022 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CONCEPTOS BASICOS METROLOGIA QUIMICA","7","12","19","685,300","13,020,700"
"2022 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CONCEPTOS Y FUNDAMENTOS EN METROLOGIA","10","1","11","1,122,500","12,347,500"
"2022 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","15","1","16","1,328,100","21,249,600"
"2022 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE DENSIDAD","1","2","3","1,673,100","5,019,300"
"2022 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","7","4","11","1,328,100","14,609,100"
"2022 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","4","13","17","986,700","16,773,900"
"2022 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","6","1","7","1,673,100","11,711,700"
"2022 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","INCERTIDUMBRE DE MEDICIÓN EN ANÁLISIS QUÍMICOS CUANTITATIVOS","4","11","15","986,700","14,800,500"
"2022 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN DE MASA DE ALTA EXACTITUD","1","3","4","3,743,700","14,974,800"
"2022 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN MEDIDORES DE ENERGIA ELECTRICA","3","1","4","983,000","3,932,000"
"2022 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CONCEPTOS Y FUNDAMENTOS EN METROLOGIA","25","1","26","1,122,500","29,185,000"
"2022 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","10","0","10","1,673,100","16,731,000"
"2022 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","7","1","8","1,673,100","13,384,800"
"2022 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE LONGITUD NIVEL 1","7","0","7","1,673,100","11,711,700"
"2022 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA DE PATRONES DE ENERGIA Y EPM","1","1","2","983,000","1,966,000"
"2022 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","8","0","8","1,328,100","10,624,800"
"2022 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","6","2","8","1,122,500","8,980,000"
"2022 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRÁCTICAS DE MEDICIÓN RUTINARIAS: PH Y CONDUCTIVIDAD ELECTROLÍTICA","14","3","17","685,300","11,650,100"
"2022 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","5","1","6","1,143,700","6,862,200"
"2022 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN DE INSTRUMENTOS DE PESAJE DE FUNCIONAMIENTO NO AUTOMÁTICO SEGÚN GUÍA SIM","12","0","12","2,018,300","24,219,600"
"2022 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","19","3","22","1,122,500","24,695,000"
"2022 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","15","1","16","1,328,100","21,249,600"
"2022 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","9","0","9","1,328,100","11,952,900"
"2022 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","8","0","8","2,018,300","16,146,400"
"2022 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","6","1","7","983,000","6,881,000"
"2022 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CONCEPTOS Y FUNDAMENTOS EN METROLOGIA","12","0","12","1,122,500","13,470,000"
"2022 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE LONGITUD NIVEL 2","3","3","6","1,328,100","7,968,600"
"2022 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","3","1","4","1,328,100","5,312,400"
"2022 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","4","2","6","949,900","5,699,400"
"2022 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","11","1","12","1,122,500","13,470,000"
"2022 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN DE INSTRUMENTOS DE PESAJE DE FUNCIONAMIENTO NO AUTOMÁTICO SEGÚN GUÍA SIM","3","1","4","2,018,300","8,073,200"
"2023 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","11","0","11","986,100","10,847,100"
"2023 Apr 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","3","0","3","1,767,800","5,303,400"
"2023 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","15","3","18","986,100","17,749,800"
"2023 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN DE INSTRUMENTOS DE PESAJE DE FUNCIONAMIENTO NO AUTOMÁTICO SEGÚN GUÍA SIM","0","3","3","2,183,500","6,550,500"
"2023 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CONCEPTOS BASICOS METROLOGIA QUIMICA","0","18","18","695,000","12,510,000"
"2023 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","5","6","11","1,416,700","15,583,700"
"2023 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","4","3","7","1,416,700","9,916,900"
"2023 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","5","6","11","993,300","10,926,300"
"2023 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","14","8","22","1,224,800","26,945,600"
"2023 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CONCEPTOS BASICOS METROLOGIA QUIMICA","5","1","6","695,000","4,170,000"
"2023 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","0","14","14","1,155,100","16,171,400"
"2023 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","17","3","20","1,026,400","20,528,000"
"2023 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 1","7","0","7","1,568,100","10,976,700"
"2023 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","26","0","26","1,026,400","26,686,400"
"2023 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","7","3","10","755,600","7,556,000"
"2023 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","12","4","16","1,026,400","16,422,400"
"2023 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","7","2","9","1,026,400","9,237,600"
"2023 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","10","1","11","1,026,400","11,290,400"
"2023 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CONCEPTOS Y FUNDAMENTOS EN METROLOGIA","8","12","20","1,224,800","24,496,000"
"2023 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","11","5","16","1,224,800","19,596,800"
"2023 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","15","0","15","1,416,700","21,250,500"
"2023 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","INCERTIDUMBRE DE MEDICIÓN EN ANÁLISIS QUÍMICOS CUANTITATIVOS","0","17","17","1,155,100","19,636,700"
"2023 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","9","4","13","1,767,800","22,981,400"
"2023 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","2","2","4","725,900","2,903,600"
"2023 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","5","1","6","808,200","4,849,200"
"2023 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CONCEPTOS BASICOS METROLOGIA QUIMICA","5","2","7","808,200","5,657,400"
"2023 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CONCEPTOS Y FUNDAMENTOS EN METROLOGIA","14","3","17","1,224,800","20,821,600"
"2023 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE DENSIDAD","2","4","6","1,767,800","10,606,800"
"2023 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE LONGITUD NIVEL 1","7","0","7","1,767,800","12,374,600"
"2023 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","11","0","11","1,416,700","15,583,700"
"2023 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","11","0","11","2,183,500","24,018,500"
"2023 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","4","9","13","1,224,800","15,922,400"
"2023 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","0","6","6","1,155,100","6,930,600"
"2023 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","6","3","9","1,155,100","10,395,900"
"2023 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN DE INSTRUMENTOS DE PESAJE DE FUNCIONAMIENTO NO AUTOMÁTICO SEGÚN GUÍA SIM","7","2","9","2,183,500","19,651,500"
"2023 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","14","10","24","1,224,800","29,395,200"
"2023 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","18","0","18","1,416,700","25,500,600"
"2023 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","7","0","7","1,416,700","9,916,900"
"2023 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","8","2","10","1,767,800","17,678,000"
"2023 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","4","2","6","1,027,000","6,162,000"
"2023 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","INCERTIDUMBRE DE MEDICIÓN EN ANÁLISIS QUÍMICOS CUANTITATIVOS","4","5","9","1,155,100","10,395,900"
"2023 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CONCEPTOS Y FUNDAMENTOS EN METROLOGIA","13","4","17","1,224,800","20,821,600"
"2023 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE LONGITUD NIVEL 2","3","1","4","1,416,700","5,666,800"
"2023 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","7","1","8","1,416,700","11,333,600"
"2023 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","6","3","9","1,416,700","12,750,300"
"2023 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","11","16","27","993,300","26,819,100"
"2023 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","13","2","15","1,224,800","18,372,000"
"2023 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRÁCTICAS DE MEDICIÓN RUTINARIAS: PH Y CONDUCTIVIDAD ELECTROLÍTICA","7","1","8","695,000","5,560,000"
"2023 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE DENSIDAD","2","0","2","1,026,400","2,052,800"
